일자,시가,고가,저가,종가,거래량,환율(원/달러)
2019-07-03,2120.75,2127.71,2093.32,2096.02,522709,1171.3
2019-07-04,2102.36,2108.8,2088.97,2108.73,446932,1168.6
2019-07-05,2111,2115.43,2096.23,2110.59,459391,1170.4
2019-07-08,2091.91,2092.54,2063.78,2064.17,515950,1182
2019-07-09,2070.35,2075.3,2052.03,2052.03,440122,1180.5
2019-07-10,2061.55,2068.2,2056.48,2058.78,355677,1181.6
2019-07-11,2070.59,2088.24,2070.21,2080.58,376675,1173.5
2019-07-12,2083.53,2090.43,2077.35,2086.66,403935,1179.2
2019-07-15,2083.39,2088.34,2073.1,2082.48,463519,1179.3
2019-07-16,2084.46,2096.67,2078.74,2091.87,682802,1177.6
2019-07-17,2079.91,2080.01,2063.49,2072.92,761626,1181.3
2019-07-18,2068.66,2073.2,2061.33,2066.55,446644,1178.8
2019-07-19,2080.21,2096.73,2076.51,2094.36,394904,1174.5
2019-07-22,2090.35,2099.34,2087.51,2093.34,332629,1178.3
2019-07-23,2095.76,2106.39,2095.38,2101.45,648123,1178.9
2019-07-24,2097.16,2105.68,2080.66,2082.3,851392,1177.9
2019-07-25,2085.67,2088.81,2061.08,2074.48,598634,1181.5
2019-07-26,2063.35,2068.16,2054.64,2066.26,589074,1184.8
2019-07-29,2059.13,2063.13,2025.01,2029.48,608670,1183.5
2019-07-30,2035.32,2044.59,2032.61,2038.68,547029,1181.6
2019-07-31,2036.46,2041.16,2010.95,2024.55,589386,1183.1
